"XX" "YY" "ZZ"
7.99862200047857 1 1
7.75725219878945 0 1
7.64886819948984 0 1
7.31458407723417 0 2
6.35184965347428 1 2
6.11233788582285 1 2
6.73932560569659 1 2
6.68581402458857 1 2
6.15172991288124 0 2
5.88420755239524 1 2
7.23594240784962 1 2
7.26391232512563 1 2
5.58823531644487 1 2
5.16524533187039 1 2
8.91764327364825 0 2
5.48692389443275 1 2
6.38212571555335 1 2
7.7252500399282 0 2
5.21932139041637 1 2
6.39350530408021 1 2
6.15587102184953 0 2
6.9489145265211 1 2
5.30523893112735 1 2
5.46383195878885 1 2
5.84152887570785 1 2
5.90781697760999 0 2
5.08001326676438 0 2
6.42082186578357 1 2
5.54814348924627 0 2
6.16241748968464 0 2
7.39124086658078 1 2
8.38707521098103 1 2
6.84527326913083 1 2
7.1018515941903 1 2
7.94892016589522 0 2
6.60761111542355 1 2
6.48141621905441 0 2
5.86502209647133 1 2
8.91908615298886 1 2
7.08958747402849 1 2
6.52554326788159 1 2
4.8518866698348 1 2
6.36067604608977 1 3
6.08135776522942 1 3
6.51737486766126 1 3
8.17256084888432 1 3
5.38935343186859 1 3
5.96718838965072 1 3
5.67597679943957 1 3
6.81123631040184 1 3
7.5583044503087 1 3
6.29861350988753 1 3
5.6220238254461 0 3
5.8993742853814 1 3
7.14174980439332 1 3
5.88119945392714 1 3
7.74130184067753 1 3
6.30806495173093 1 3
7.78571399993277 0 3
5.62008340906727 1 3
5.72495534600045 1 3
6.10127060470511 1 3
6.17181798627714 0 3
7.92196362716697 0 3
6.86742201418921 1 3
8.10539286922494 0 3
7.85982311469823 0 3
8.5555866124744 0 3
7.7277418522149 1 3
6.2707672438179 0 3
5.96007841616937 1 3
6.42652649082163 0 3
6.21560807504181 1 3
7.2970910161558 1 3
6.6985575025828 1 3
6.78430841494066 1 3
6.44736150605089 1 3
7.69033581566662 1 3
8.04954549962384 1 3
5.97542010734515 1 3
9.55459645658884 1 3
8.32061722671061 1 3
5.99765829012051 1 3
7.38263587276467 0 3
6.33994473977224 1 3
10.7438128077006 1 3
11.4752090347191 1 3
6.15608676913598 1 3
6.92340471953109 1 3
5.79535518707487 0 3
9.75240992258632 0 3
9.49075278959642 0 3
6.20061838928729 0 3
5.58523702364295 1 3
5.9681896836006 0 3
5.91028646665569 1 3
6.89995673507167 0 3
5.53209803582655 1 3
5.77283957487024 0 3
9.70821519162928 1 3
5.89586089881307 1 3
6.10267653846456 1 3
6.51731627558196 0 3
5.5267887095574 1 3
6.77811648137321 0 3
5.4599105945808 0 3
6.4937320156645 0 3
5.81984409166853 1 3
7.72016764063929 0 3
5.8998865882948 1 3
5.82305200263517 0 3
5.95479448193347 0 3
6.45956216255227 1 3
10.212433680732 0 3
7.50154543367632 0 3
8.50292399598064 0 3
8.83954154225371 0 3
9.04892568728671 0 3
5.95898894454965 0 3
8.30701264739225 0 3
7.89087883117337 0 3
6.26329724336542 0 3
8.85885254161894 1 3
5.58173587625496 0 3
6.09765754804037 1 3
10.012392309344 1 3
7.36958823616211 0 3
5.80461006110457 0 3
6.15035541140212 0 3
5.78707977183391 0 3
5.51201027531895 1 3
6.04819729153708 0 3
6.77414847466554 0 3
6.46358895675847 1 3
5.42154380152894 0 3
9.07941461671886 1 3
5.66466201882916 1 3
6.07673082267168 0 3
5.86212423739269 0 3
5.94650581015778 1 3
8.9259436553938 0 3
5.71325257111727 0 3
5.61269517852652 1 3
5.47605899881741 1 3
6.44064976738457 0 3
6.21619639438429 1 3
10.6007291777546 1 3
5.68214582708105 1 3
5.77711314138391 1 3
6.42668609953864 1 3
8.16974896418288 0 3
5.76102898501317 0 3
6.21919589423231 1 3
7.15958115794498 0 3
6.10855026649389 1 3
5.68029741721249 0 3
7.09808039022548 1 3
9.69856141901609 0 3
10.88388039969 0 3
9.03051632789067 1 3
6.60582103436972 1 3
6.99824524617013 0 3
10.2029535900788 0 3
5.50499629263674 0 3
6.17913275568772 0 3
6.62158998565874 0 3
5.90198514987823 0 3
6.19302725702995 1 3
6.01917738595712 1 3
8.69361940008819 1 3
6.23613414609287 1 3
7.49263019718551 1 3
8.29616951289416 0 3
6.17264848211454 0 3
5.60454652815461 1 3
8.21072814307778 0 3
9.73761123209082 0 3
8.43556550961752 0 3
6.75885352217114 1 3
6.01256348345409 0 3
6.97698706221188 1 3
5.63970207924197 0 3
6.54687067782636 1 3
8.24153269193195 1 3
7.71097240412019 0 3
7.7312563520925 0 3
5.66739831771757 1 3
9.04715216126962 0 3
6.04400074645845 1 3
6.26167237340475 0 3
7.06388064429581 0 3
9.14017779475163 0 3
8.10228805866743 0 3
6.35071892701808 1 3
6.54905959183017 0 3
6.02475273931403 0 3
7.97044752931423 0 3
8.76181551459227 0 3
9.88047393657569 0 3
7.23589633416151 0 3
6.01935554791848 1 3
8.38519363280067 0 3
6.49029549486336 1 3
6.97809270130503 0 3
5.61532118440395 1 3
7.31772039257504 0 3
5.55805788267824 1 3
6.50814934557926 0 3
5.89262213172411 0 3
6.75535254966468 0 3
6.35021885448827 1 3
8.01174595213682 0 3
6.23891196998173 0 3
5.99440042603878 1 3
7.3849669610702 0 3
6.07515740494195 1 3
5.45193870974499 1 3
11.385153723583 0 3
6.66065457427044 0 3
7.36145938160914 0 3
9.40714612931325 0 3
5.68221164474077 0 3
10.1813485015566 1 3
6.29325643346026 0 3
6.9870148487536 0 3
7.29947637449898 1 3
7.48435798856129 0 3
7.2450036398549 0 4
6.04632999919211 1 4
8.02385214891518 0 4
9.57326146184791 1 4
3.84786985103309 1 4
4.83201999158961 1 4
7.17788593516589 1 4
4.15385789194563 1 4
7.63890685268027 0 4
8.8212879341847 1 4
5.74357335872527 0 4
4.16262436831739 0 4
7.8552258933843 0 4
4.21235232102566 0 4
4.94359267284046 0 4
5.48642593578243 0 4
4.23642780487314 0 4
4.21340066244718 1 4
4.04403403965311 1 4
6.5440523897034 0 4
9.87069946587921 0 4
4.73481125792416 1 4
8.11976175238285 1 4
9.2883102606172 1 4
4.59386108889545 1 4
6.05376494735871 0 4
6.87355557964358 0 4
7.84409773098087 1 4
6.61173818664328 1 4
4.41201651040286 1 4
6.83187932412311 1 4
4.18001484416019 0 4
4.63622619181502 0 4
8.39511153332423 1 4
3.97360524266964 0 4
8.50110873595899 0 4
6.37997023182955 1 4
5.52386671992628 0 4
6.53446222017594 1 4
4.04608835330822 1 4
7.45404002935827 0 4
4.96107868776194 1 4
6.68820411135586 0 4
4.57797579272819 0 4
4.85024963624873 0 4
6.73239132497798 0 4
4.61840353629262 0 4
6.40248401776875 0 4
6.42122175436134 0 4
4.92933075028369 0 4
5.62639279934737 1 4
4.70921161561054 1 4
4.38940407500422 1 4
9.50599954919985 0 4
4.09310462131666 1 4
4.98530504002833 0 4
4.75972394160286 1 5
4.15390142645459 1 5
4.50429260288782 1 5
6.4968293517765 1 5
5.0312324895635 1 5
4.85865247385166 1 5
7.09336884004344 1 5
5.36295846079548 1 5
3.89145511858213 1 5
4.04844327386191 1 5
4.16015027749795 1 5
4.00773093981302 1 5
5.45004080434974 1 5
4.35731506191294 1 5
8.15333584671977 1 5
4.63511087701693 1 5
6.81877392016533 1 5
9.60849773457269 1 5
4.73915142474922 1 5
8.35533155604297 1 5
9.48011199932558 1 5
6.08855396072709 1 5
6.40883063431431 0 5
8.58339484195162 1 5
4.29571782945345 0 5
4.04853053475767 1 5
10.5966212545352 0 5
8.51166878070805 1 5
7.22432711442939 1 5
8.1753108873881 1 5
3.77023622355827 1 5
9.87205855840446 0 5
7.43255310430534 0 5
9.73652707433903 0 5
10.2486209039615 1 5
4.49891015168382 1 5
5.30184263472037 1 5
9.21762829905737 0 5
3.75652696948633 1 5
4.74952018521427 1 5
9.93735154894625 1 5
7.3783179073382 1 5
8.52739468237267 0 5
4.24885828797614 0 5
7.67548739758458 1 5
4.21785395658023 1 5
6.17336192188401 1 5
12.1749801502945 1 5
8.90957504789165 0 5
8.22291976415023 0 5
8.77145575171048 1 5
4.27067608159372 1 5
4.32354313836071 1 5
5.95957493620354 0 5
4.58710363593063 0 5
4.57919371829851 1 5
5.26121538099932 1 5
4.14623262681732 0 5
6.66038477307645 1 5
5.25887610838634 1 5
10.4056177323877 0 5
8.70696872515323 0 5
9.30406854018998 0 5
6.30594381098831 1 5
4.67161863173727 1 5
5.53254412047733 1 5
5.96201010822458 1 5
4.34484930340034 1 5
7.16169366412665 0 5
5.14250158122538 0 5
6.66783902829221 0 5
8.20064808119213 0 5
7.45033400559198 1 5
4.25715519247464 1 5
7.87251760479763 1 5
7.92638213911601 0 5
6.24126915619918 1 5
4.42307222254421 0 5
5.80807178578368 0 5
8.52509889485888 0 5
7.85919437721321 1 5
6.60462387188611 0 5
6.18922066199995 0 5
8.9432157415703 0 5
4.43675941787884 1 5
6.86592962634777 1 5
9.78783116887663 0 5
5.10950829261641 0 5
9.34539853275377 0 5
5.24482753942914 1 5
7.4016429606105 0 5
7.9129118701483 1 5
4.63873548854269 0 5
6.54916986095798 0 5
8.75796567816137 0 5
6.91807559059056 0 5
6.84280175520319 1 5
4.85988187766987 1 5
6.09154332784342 1 5
8.34780209123341 0 5
8.07727674826706 0 5
9.79894323069522 0 5
5.84256784271709 0 5
9.32091708420569 0 5
6.85809421839655 1 5
9.03983914795156 0 5
4.27537601645406 0 5
5.47316438986288 1 5
9.5057291965189 0 5
4.83677418803097 1 5
10.8421615895491 0 5
10.7785227739041 0 5
4.1137226984194 1 5
8.53838305837658 0 5
8.28105781941417 0 5
5.51177602152944 1 5
7.46162604340757 1 5
8.03384504456875 0 5
6.67923368657007 1 5
5.45823641353941 1 5
11.8851239584034 0 5
11.4679734064644 0 5
9.69992527043129 0 5
4.40780578105214 1 5
8.27794819007435 1 5
4.56097375940569 0 5
7.28456971774889 1 5
3.9341038339712 1 5
8.80305912338629 1 5
4.20287207833099 1 5
12.2016222875075 1 5
8.25240678461138 1 5
8.85527393327043 1 5
8.95187518640164 1 5
6.13976556610264 1 5
8.18018233936183 1 5
9.3631660832292 1 5
4.1702386101884 1 5
4.79276023617622 1 5
5.67238462476651 1 5
4.32284175629897 1 5
8.16349673389055 1 5
4.54779687432978 1 5
6.77879823924035 1 5
7.86930590464027 1 5
4.83974724784584 1 5
9.0688120753406 1 5
5.99343451989994 1 5
11.2632071081103 1 5
4.24350313919881 1 5
7.25888014636674 1 5
9.08540394929769 1 5
10.6091079254565 1 5
4.80875976372201 1 5
4.36795594789674 1 5
5.04336780023897 1 5
3.77040514484336 1 5
4.94722672453385 1 5
5.10293917735831 0 5
4.23932051119984 1 5
6.20172226207142 1 5
6.40681363645592 0 5
6.55668866808665 1 5
9.1101892425369 1 5
6.5527949005554 1 5
4.46598501095677 0 5
8.60752394682444 0 5
10.0408579818299 1 5
6.70897034710817 1 5
13.1779018505963 1 5
9.76940328905111 1 5
4.78391033734031 0 5
4.79047040141077 0 5
13.6446619961254 1 5
10.5445329444689 0 5
8.81050775580594 1 5
4.59996464372114 1 5
6.27299999244515 1 5
4.8451774806073 1 5
4.56549664329905 1 5
3.99516073998861 1 5
10.0125315336268 0 5
7.92760721101838 0 5
4.22607844440363 0 5
8.53391168440436 0 5
7.36066110502634 1 5
4.39993362089307 0 5
4.39438906494682 1 5
4.54585280628186 0 5
6.58124618876952 1 5
4.7496351823297 1 5
6.74438318632002 0 5
7.02093119268007 0 5
9.7200540528109 1 5
7.02323636054179 0 5
9.48103784506633 1 5
4.93366469895914 1 5
5.53561946741914 1 5
8.80297869213303 1 5
5.84982752803886 0 5
6.4142572510967 1 5
5.22860968609688 1 5
7.51954228699919 1 5
7.21072418830656 0 5
9.19665156753975 1 5
3.82102191015143 1 5
11.657517131198 1 5
4.01626743433695 1 5
4.22055608813953 1 5
5.16294514320447 1 5
7.80643206160969 1 5
6.88104689625239 0 5
4.45462281444093 1 5
4.22582865314212 1 5
4.10612198357997 1 5
5.96016538031077 0 5
5.37327989575557 1 5
8.77456788698013 1 5
6.0566511090881 1 5
4.66492798045874 0 5
11.6361352610653 1 5
5.40813825549324 1 5
9.69074379808537 1 5
4.23889800814368 1 5
4.35352819731693 1 5
5.85416418802915 0 5
8.0049142153334 0 5
7.57119040417659 0 5
5.33677330461609 1 5
6.65233116350392 0 5
5.01984698679652 0 5
8.59048473449264 0 5
8.49552334614279 1 5
4.42609494924072 0 5
4.72149211686765 1 5
9.9674416255819 1 5
4.20952742695739 1 5
4.42931716033378 1 5
5.6845163129229 1 5
4.1328660290718 1 5
8.1474253586011 1 5
4.9547268682705 0 5
6.98242159181405 0 5
10.6382960698778 0 5
5.62201050510472 0 6
5.65716161999799 0 6
5.80675089547096 0 6
7.19173913321891 1 6
5.59551659816481 1 6
5.84391593110391 1 6
6.45300534117583 1 6
7.9746225713209 1 6
5.51790465030644 1 6
5.6643081729396 1 6
7.77093791611321 0 6
6.18142820125433 0 6
6.38508165206468 0 6
6.49990468021538 0 6
5.8927453812135 0 6
7.80598165356538 0 6
6.48165119538141 0 6
5.60268980114185 1 6
6.57285372957579 1 6
5.57489953739057 1 6
6.64374922481879 1 6
7.15759083276836 1 6
6.70573269397415 1 6
5.87170472357553 0 6
6.19122975916918 1 6
7.20209194708172 0 6
8.48758578874134 0 6
7.06788305596852 0 6
10.1513914747865 0 6
7.8141326672607 0 6
5.34666553225787 1 6
9.12278273563482 1 6
7.27625029250471 0 6
7.59960725667777 0 6
6.54585646432867 1 6
8.51736464381333 0 6
8.84092959850845 0 6
5.53568089303329 0 6
6.96940498322467 1 6
7.13125453862112 0 6
6.60689734359665 0 6
5.61791326646042 1 6
5.59140230362868 0 6
5.9682475595989 1 6
6.01940982883158 0 6
6.86262627027485 1 6
5.83400835023545 0 6
7.43443299594269 1 6
5.62054600070522 1 6
5.35254296448807 1 6
8.00034335926437 0 6
5.41144200593907 0 6
6.93582111253654 1 6
5.26175227463393 1 6
6.23966004333563 0 6
7.97356098516393 0 6
6.15216063958929 0 6
11.3485895109684 0 6
10.6427978375985 1 6
8.63132322423496 1 6
8.20516161170194 0 6
5.61781396122836 1 6
8.01359621592685 1 6
6.0285778232603 1 6
7.01668432966749 0 6
5.43165633644938 0 6
9.9038011091794 1 6
9.84849379946561 0 6
5.48173200847273 1 6
7.84026539160237 1 6
7.99625013903773 1 6
8.72702823718976 0 6
10.0191013248308 0 6
5.64573663684662 0 6
7.58401928939009 0 6
10.2213748402817 0 6
5.43924431573831 1 6
7.55328660580976 0 6
6.51025886285973 0 6
8.68621604592383 0 6
6.33529798564982 1 6
5.66108231724881 1 6
7.18219875632998 0 6
5.7417790840284 0 6
6.60505258058947 1 6
8.60691162663498 1 6
5.85641679979195 1 6
5.41091223722906 0 6
5.44209613495298 1 6
5.65761913808083 1 6
5.80060328296791 1 6
5.70059694519162 0 6
8.86196750816666 0 6
5.76365707756593 0 6
6.33344138935348 1 6
5.39115810160497 1 6
5.34253795293573 1 6
5.78916984982874 0 6
5.3328946993331 1 6
7.17085920211992 0 6
5.74156263027484 1 6
5.42674924405697 1 6
6.47131100583962 1 6
7.84466506072983 1 6
7.7858762433024 1 6
5.77024876453854 1 6
5.51939187930292 1 6
5.82570013865855 1 6
5.23965639512217 1 6
5.77111303941898 1 6
5.6316703391181 1 6
5.6263881939102 1 6
5.37954618857376 1 6
6.95404505058568 1 6
3.06660714088102 1 7
2.70780444737493 1 7
2.76743070317204 0 7
6.20140754736959 1 7
5.13178099724641 0 7
7.37410205130431 1 7
2.87173711444535 1 7
3.45754210803798 0 7
4.59819538818553 1 7
9.07039260521159 1 7
5.44357821175411 1 7
3.76091928852353 1 7
5.6075647108127 1 7
2.8688664345111 1 7
5.25858792456655 1 7
3.06733465745483 0 7
2.78594253757191 0 7
3.06916323113063 1 7
3.64971657171162 1 7
5.0149949006365 0 7
2.90834928608861 1 7
3.341190561017 1 7
3.00063323138179 1 7
2.7758054326512 0 7
3.72849538581127 1 7
5.82052659307657 0 7
4.90880963875807 1 7
4.84877760432754 1 7
3.27743713863052 1 7
4.20720736725423 1 7
5.57619109049943 1 7
2.67068898381127 1 7
3.68987759873887 0 7
8.06549369963212 1 7
2.71090302070734 0 7
5.80396538024297 1 7
6.47603163600945 1 7
7.48619395542081 1 7
4.64056793100119 0 7
2.99019685706837 1 7
2.74100851598025 1 7
6.37206456511067 1 7
6.24142594180811 1 7
3.33285043927016 1 7
4.54664350732168 1 7
2.81747920918341 1 7
7.50240459665339 1 7
2.26432509393976 1 7
2.96463830461613 1 7
3.07936699961329 1 7
4.46395982772602 0 7
2.68809754194844 1 7
2.73791490210472 1 7
4.14544346541662 1 7
7.96149006617064 1 7
5.24854072626665 1 7
4.64634056587303 1 7
6.8877287629297 1 7
8.65378040554945 1 7
6.65829935334597 1 7
4.2027723208253 1 7
6.02941483094883 0 7
3.24114917794135 0 7
6.06288454229506 1 7
5.59521168429737 1 7
2.90410487140542 1 7
2.68094041813887 1 7
4.37965073497592 1 7
6.61276364162376 1 7
2.77061693426992 1 7
2.88860636606307 1 7
3.18454130415138 1 7
3.27853161457916 1 7
3.82076517197455 1 7
2.77591993735988 1 7
3.43543516156859 1 7
7.41583107736614 1 7
3.97836281841861 1 7
6.40344264706752 1 7
4.21939658250428 1 7
4.88057892024044 1 7
2.87804454161931 1 7
3.35158766557726 1 7
6.8473788596453 1 7
3.99402621162688 0 7
6.3607531029942 1 7
4.38425939857949 0 7
3.52745665653679 1 7
3.80847688815373 1 7
2.66013624114143 1 7
2.69088367805134 1 7
4.82485624386264 1 7
2.26450226218865 1 7
4.42437502595826 1 7
2.73826586975419 1 7
5.5318779304794 1 7
2.78855554573139 1 7
9.02967215457831 1 7
6.27666580028054 0 7
4.36531528127215 1 7
7.96717847515613 1 7
3.35977415749535 1 7
2.99536107008476 1 7
2.88462560309942 1 7
2.84620395504018 1 7
4.14145370205102 1 7
5.32078993151928 0 7
2.4973101457462 1 7
3.10003360877684 0 7
3.99813286097787 1 7
2.32151987384096 1 7
7.06821026335286 1 7
2.98647963598386 0 7
4.32589349583843 1 7
4.42177806736602 1 7
5.16099538603012 1 7
4.10131387661367 1 7
2.77993468371729 1 7
3.36986588102564 0 7
7.15551437535431 1 7
3.24019647138172 0 7
6.9965512541121 1 7
4.35168485698257 1 7
2.70070114494249 1 7
2.51124982662867 1 7
6.20341669647836 1 7
5.42816056012421 0 7
3.48132937601637 0 7
3.65227578007718 1 7
5.82478935420704 1 7
7.95568543809254 0 7
3.91478491867349 1 7
2.65105101927374 1 7
3.10837199546759 1 7
3.4138778454345 0 7
5.32609955114668 1 7
4.69822374387502 1 7
2.89940813946154 1 7
2.75060825634422 1 7
7.15102762693926 0 7
2.7853665054044 0 7
4.88321991170132 1 7
2.70565895439165 1 7
2.7434837328646 1 7
2.75970275336128 1 7
7.01142260080762 0 7
4.65442037649679 1 7
5.69490333788334 1 7
3.54812967590351 1 7
4.75859708068117 1 7
7.83471170429425 0 7
3.8278452694289 0 7
2.65229059672637 1 7
8.38760111874166 0 7
2.76271735645762 0 7
7.76321504448566 1 7
7.86823114082079 0 7
6.74681355823 1 7
5.02959723447461 0 7
8.71769688656354 1 7
2.66017018088247 1 7
3.57041576201346 1 7
7.81375850439589 0 7
6.58475512424131 0 7
6.91254138354099 0 7
3.06279861657765 0 7
2.84377913543735 1 7
6.61158793161386 0 7
2.48110542916564 1 7
6.30981455359974 0 7
3.02875450688069 1 7
2.67502588706088 1 7
6.17701920636148 0 7
2.65659052558513 0 7
6.83019515749681 1 7
3.01194095616058 1 7
2.79491764473783 1 7
3.11702406750837 1 7
5.96393461889698 0 7
2.41076994660004 1 7
7.63028424354781 0 7
4.27029439633696 1 7
2.89293524897114 1 7
2.38165618205988 1 7
2.15948227722801 1 7
9.12046814612366 0 7
4.53016481436788 1 7
5.88418848984733 1 7
4.14077487451354 0 7
2.57253644719779 1 7
2.63508611600685 1 7
2.7816609365712 1 7
4.24360340045964 0 7
2.61255023992923 0 7
3.06069882902528 1 7
3.29369728418818 1 7
5.31555761287513 0 7
3.65974096673709 1 7
2.99021724096667 1 7
5.41113163122395 1 7
9.99241859983765 1 7
2.90181736868213 1 7
4.20206040493516 1 7
2.68912382584113 1 7
3.98539224181827 1 7
5.90065764363162 1 7
2.69911500370784 1 7
2.96834665272732 1 7
3.64672777662751 1 7
2.94773155255757 1 7
4.61149303099682 1 7
2.86624019000243 1 7
3.21329042194589 0 7
2.51531130230109 0 7
3.19784354016353 1 7
3.1563522639675 1 7
2.8332779165066 1 7
2.40341512845548 1 7
6.51727128984933 1 7
3.04162568410788 1 7
2.63714345655965 1 7
2.75598027521021 1 7
7.29022828396114 1 7
5.41149429228723 1 7
3.44387677320175 1 7
3.46394839074782 0 7
2.8320259816613 1 7
5.47653977241844 1 7
3.75822246893042 1 7
3.32036032080635 1 7
5.57629159252853 0 7
5.27819108310452 0 7
7.36004880224926 1 7
2.53673385326848 1 7
4.93469740956435 1 7
8.88453912737363 0 7
6.30979160461635 1 7
2.9769307186508 0 7
7.80207237136684 0 7
3.43312823602494 1 7
5.90132822218858 1 7
2.92460345311939 1 7
8.13241326945229 0 7
2.9303970317048 0 7
2.87272321722078 1 7
4.22805540045672 1 7
2.7104697887368 1 7
6.2513512080286 1 7
6.95468210067679 1 7
3.43139130279326 1 7
2.82986729057383 0 7
2.33586589171591 1 7
2.72553109450493 1 7
2.84625590355691 1 7
7.58475668490768 1 7
2.45713607739369 1 7
6.93274036912542 0 7
3.16316771696864 0 7
3.45333614910763 0 7
3.41103015176701 1 7
4.02868692389221 1 7
4.14406042103769 1 7
2.96517437804357 1 7
2.91607016918604 1 7
2.40055866414569 1 7
6.11335270035075 1 7
3.20360608365436 1 7
2.8824272712667 1 7
2.81396059432046 1 7
3.65451218589007 0 7
4.59480347424202 1 7
3.31443127924718 1 7
2.65283677176636 1 7
2.78515534248312 1 7
5.61553238322104 1 7
4.11486661363476 1 7
6.89220779039858 1 7
5.63790149816288 1 7
3.24320845493308 1 7
7.91652594920619 0 7
2.9074318559161 1 7
2.21362498138641 1 7
2.71084537066544 1 7
3.1179398281494 1 7
7.31175639178291 1 7
8.55307055619174 1 7
8.08224459549404 0 7
6.92085649799673 0 7
8.13477196317464 1 7
2.67523494149812 1 7
2.69313483749764 1 7
2.71873113019342 0 7
7.08536885362483 0 7
2.5933014261175 0 7
6.74804421345926 1 7
5.10947428252191 0 7
8.72363504000317 1 7
3.83550110169585 0 7
6.53151953066292 1 7
6.86607098539312 1 7
4.35100028797369 0 7
3.31552727994538 1 7
3.140988206457 1 7
5.98964038584255 0 7
5.17825122915557 1 7
6.70986485525932 1 7
3.08198496705599 0 7
2.5126886501812 0 7
5.66749048683681 1 7
5.75303032152992 0 7
2.80685728353936 1 7
5.17009478695972 0 7
3.40088663438782 1 7
3.49407747944452 1 7
2.87843369274362 1 7
4.73461805238314 0 7
2.87788772065145 1 7
2.65471135381518 0 7
4.07678636823634 1 7
4.02915630569354 1 7
2.81333616265562 1 7
6.19145289590447 0 7
4.95741287544349 0 7
2.81082190782224 1 7
2.66512819664229 1 7
5.8655930347274 1 7
2.71915464175176 1 7
2.99380104216906 1 7
7.10219519974912 0 7
4.22082338620807 0 7
8.41620284580202 0 7
7.92666605060103 1 7
2.69474964807764 0 7
5.55085428871249 1 7
7.52832815854996 0 7
2.94629392033391 1 7
2.92234288606599 1 7
4.72704197171045 1 7
4.31991971583147 1 7
8.17804004513943 0 7
3.46439881477172 1 7
2.68788441308853 1 7
7.22177849904337 0 7
3.00068238509487 1 7
5.98691723698703 1 7
3.15828110663949 1 7
4.46031904950136 1 7
3.16161726262009 1 7
2.80091138823997 1 7
7.60509524985753 1 7
3.2426965398832 0 7
2.54484277062874 1 7
3.66836828675203 0 7
2.20896215967067 1 7
6.740818567486 1 7
2.26833036567221 0 7
2.33145490148506 1 7
3.20074595921042 1 7
2.78320848159392 0 7
2.78077022550336 0 7
3.12268278773322 1 7
2.92440193221823 1 7
2.77091733803501 1 7
4.63507856847725 0 7
5.49263245013696 1 7
2.99045035963666 1 7
2.54884706772347 1 7
4.5434423199997 1 7
2.2986515893066 1 7
3.14569430922819 0 7
5.03049100017158 1 7
6.77092907524148 1 7
2.75205468170292 1 7
7.53783007274345 1 7
2.65088204642852 1 7
3.02517062921481 1 7
2.69984044107932 0 7
2.53273461547296 1 7
4.45361659171339 1 7
6.12633522622353 0 7
2.62696596150063 1 7
4.56832197097275 1 7
8.08429690625891 1 7
6.34375648945834 0 7
5.84719545921039 1 7
2.6394559595704 1 7
3.79371061197066 0 7
2.29887546144332 1 7
2.68883388280613 1 7
2.78685229016931 1 7
2.51169185039082 1 7
2.9053545783512 1 7
4.36320420263421 1 7
2.93634002224528 1 7
4.57423052488568 1 7
3.17040566665643 1 7
3.66577469519931 1 7
4.16944666387665 0 7
2.85361054893409 0 7
2.5686681129448 1 7
2.85165783257823 1 7
3.28792136328231 1 7
